group,mass_bin,T_bin,O2_bin,n
demersal,10^1 g,5.25,10.75,4
demersal,10^1 g,5.25,11.25,4
demersal,10^1 g,5.25,11.75,1
demersal,10^1 g,5.25,12.25,3
demersal,10^1 g,5.25,12.75,2
demersal,10^1 g,5.25,13.25,2
demersal,10^1 g,5.25,16.75,2
demersal,10^1 g,5.25,17.25,1
demersal,10^1 g,5.25,18.75,1
demersal,10^1 g,5.25,19.25,3
demersal,10^1 g,5.25,19.75,4
demersal,10^1 g,5.25,20.25,8
demersal,10^1 g,5.25,20.75,2
demersal,10^1 g,5.25,21.75,227
demersal,10^1 g,5.25,22.25,13
demersal,10^1 g,5.75,4.75,1
demersal,10^1 g,5.75,5.25,1
demersal,10^1 g,5.75,5.75,1
demersal,10^1 g,5.75,6.75,1
demersal,10^1 g,5.75,8.25,1
demersal,10^1 g,5.75,8.75,2
demersal,10^1 g,5.75,10.25,4
demersal,10^1 g,5.75,10.75,1
demersal,10^1 g,5.75,12.75,1
demersal,10^1 g,5.75,13.25,1
demersal,10^1 g,5.75,13.75,2
demersal,10^1 g,5.75,14.25,8
demersal,10^1 g,5.75,14.75,1
demersal,10^1 g,5.75,16.25,2
demersal,10^1 g,5.75,16.75,5
demersal,10^1 g,5.75,17.25,3
demersal,10^1 g,5.75,19.25,1
demersal,10^1 g,5.75,20.25,5
demersal,10^1 g,5.75,20.75,6
demersal,10^1 g,5.75,21.25,24
demersal,10^1 g,5.75,21.75,271
demersal,10^1 g,5.75,22.25,174
demersal,10^1 g,6.25,4.75,2
demersal,10^1 g,6.25,6.25,4
demersal,10^1 g,6.25,6.75,1
demersal,10^1 g,6.25,8.25,1
demersal,10^1 g,6.25,8.75,1
demersal,10^1 g,6.25,9.25,3
demersal,10^1 g,6.25,9.75,1
demersal,10^1 g,6.25,10.25,14
demersal,10^1 g,6.25,11.25,4
demersal,10^1 g,6.25,12.25,2
demersal,10^1 g,6.25,13.25,2
demersal,10^1 g,6.25,13.75,1
demersal,10^1 g,6.25,14.25,1
demersal,10^1 g,6.25,16.25,3
demersal,10^1 g,6.25,17.75,1
demersal,10^1 g,6.25,18.25,1
demersal,10^1 g,6.25,19.25,4
demersal,10^1 g,6.25,19.75,4
demersal,10^1 g,6.25,20.25,67
demersal,10^1 g,6.25,20.75,167
demersal,10^1 g,6.25,21.25,6
demersal,10^1 g,6.25,21.75,135
demersal,10^1 g,6.25,22.25,12
demersal,10^1 g,6.75,1.25,1
demersal,10^1 g,6.75,6.25,4
demersal,10^1 g,6.75,6.75,1
demersal,10^1 g,6.75,8.25,1
demersal,10^1 g,6.75,9.25,2
demersal,10^1 g,6.75,9.75,2
demersal,10^1 g,6.75,10.25,1
demersal,10^1 g,6.75,10.75,5
demersal,10^1 g,6.75,14.75,1
demersal,10^1 g,6.75,15.25,1
demersal,10^1 g,6.75,15.75,1
demersal,10^1 g,6.75,17.25,1
demersal,10^1 g,6.75,17.75,2
demersal,10^1 g,6.75,18.25,9
demersal,10^1 g,6.75,18.75,6
demersal,10^1 g,6.75,19.25,3
demersal,10^1 g,6.75,20.25,10
demersal,10^1 g,6.75,20.75,13
demersal,10^1 g,6.75,21.25,5
demersal,10^1 g,6.75,21.75,8
demersal,10^1 g,6.75,22.25,82
demersal,10^1 g,7.25,3.25,1
demersal,10^1 g,7.25,3.75,1
demersal,10^1 g,7.25,5.75,1
demersal,10^1 g,7.25,7.75,3
demersal,10^1 g,7.25,8.75,1
demersal,10^1 g,7.25,9.75,4
demersal,10^1 g,7.25,10.25,3
demersal,10^1 g,7.25,11.25,1
demersal,10^1 g,7.25,12.25,3
demersal,10^1 g,7.25,12.75,7
demersal,10^1 g,7.25,13.25,7
demersal,10^1 g,7.25,13.75,1
demersal,10^1 g,7.25,14.25,1
demersal,10^1 g,7.25,14.75,2
demersal,10^1 g,7.25,15.75,2
demersal,10^1 g,7.25,16.75,1
demersal,10^1 g,7.25,17.25,4
demersal,10^1 g,7.25,17.75,2
demersal,10^1 g,7.25,18.25,1
demersal,10^1 g,7.25,18.75,4
demersal,10^1 g,7.25,19.25,10
demersal,10^1 g,7.25,19.75,4
demersal,10^1 g,7.25,20.25,7
demersal,10^1 g,7.25,20.75,14
demersal,10^1 g,7.25,21.25,8
demersal,10^1 g,7.25,21.75,163
demersal,10^1 g,7.25,22.25,369
demersal,10^1 g,7.25,22.75,67
demersal,10^1 g,7.75,6.25,1
demersal,10^1 g,7.75,8.25,3
demersal,10^1 g,7.75,8.75,5
demersal,10^1 g,7.75,9.25,1
demersal,10^1 g,7.75,9.75,1
demersal,10^1 g,7.75,10.25,10
demersal,10^1 g,7.75,11.25,1
demersal,10^1 g,7.75,11.75,3
demersal,10^1 g,7.75,12.75,2
demersal,10^1 g,7.75,13.25,1
demersal,10^1 g,7.75,13.75,3
demersal,10^1 g,7.75,14.25,4
demersal,10^1 g,7.75,14.75,3
demersal,10^1 g,7.75,15.75,3
demersal,10^1 g,7.75,16.75,1
demersal,10^1 g,7.75,17.25,3
demersal,10^1 g,7.75,17.75,2
demersal,10^1 g,7.75,18.25,6
demersal,10^1 g,7.75,18.75,3
demersal,10^1 g,7.75,19.25,2
demersal,10^1 g,7.75,19.75,10
demersal,10^1 g,7.75,20.25,9
demersal,10^1 g,7.75,20.75,14
demersal,10^1 g,7.75,21.25,10
demersal,10^1 g,7.75,21.75,46
demersal,10^1 g,7.75,22.25,112
demersal,10^1 g,7.75,22.75,218
demersal,10^1 g,8.25,6.25,7
demersal,10^1 g,8.25,6.75,1
demersal,10^1 g,8.25,9.25,2
demersal,10^1 g,8.25,9.75,2
demersal,10^1 g,8.25,10.75,1
demersal,10^1 g,8.25,13.25,1
demersal,10^1 g,8.25,14.25,2
demersal,10^1 g,8.25,14.75,1
demersal,10^1 g,8.25,15.25,7
demersal,10^1 g,8.25,15.75,2
demersal,10^1 g,8.25,16.25,2
demersal,10^1 g,8.25,16.75,1
demersal,10^1 g,8.25,17.25,9
demersal,10^1 g,8.25,17.75,16
demersal,10^1 g,8.25,18.25,4
demersal,10^1 g,8.25,18.75,1
demersal,10^1 g,8.25,19.25,2
demersal,10^1 g,8.25,20.25,12
demersal,10^1 g,8.25,21.25,11
demersal,10^1 g,8.25,21.75,4
demersal,10^1 g,8.25,22.25,21
demersal,10^1 g,8.25,22.75,87
demersal,10^1 g,8.75,0.25,1
demersal,10^1 g,8.75,2.25,1
demersal,10^1 g,8.75,2.75,1
demersal,10^1 g,8.75,4.25,2
demersal,10^1 g,8.75,6.25,2
demersal,10^1 g,8.75,8.25,11
demersal,10^1 g,8.75,9.25,2
demersal,10^1 g,8.75,9.75,2
demersal,10^1 g,8.75,12.75,3
demersal,10^1 g,8.75,13.75,3
demersal,10^1 g,8.75,14.25,1
demersal,10^1 g,8.75,14.75,5
demersal,10^1 g,8.75,16.25,3
demersal,10^1 g,8.75,16.75,11
demersal,10^1 g,8.75,17.25,16
demersal,10^1 g,8.75,17.75,11
demersal,10^1 g,8.75,18.25,22
demersal,10^1 g,8.75,18.75,8
demersal,10^1 g,8.75,19.25,6
demersal,10^1 g,8.75,19.75,9
demersal,10^1 g,8.75,20.25,61
demersal,10^1 g,8.75,20.75,14
demersal,10^1 g,8.75,21.25,11
demersal,10^1 g,8.75,21.75,7
demersal,10^1 g,8.75,22.25,29
demersal,10^1 g,9.25,1.75,2
demersal,10^1 g,9.25,2.75,1
demersal,10^1 g,9.25,5.25,1
demersal,10^1 g,9.25,7.75,23
demersal,10^1 g,9.25,9.75,5
demersal,10^1 g,9.25,11.25,9
demersal,10^1 g,9.25,11.75,3
demersal,10^1 g,9.25,12.75,1
demersal,10^1 g,9.25,13.75,2
demersal,10^1 g,9.25,14.25,3
demersal,10^1 g,9.25,14.75,3
demersal,10^1 g,9.25,15.25,8
demersal,10^1 g,9.25,15.75,4
demersal,10^1 g,9.25,16.75,33
demersal,10^1 g,9.25,17.25,44
demersal,10^1 g,9.25,17.75,8
demersal,10^1 g,9.25,18.25,21
demersal,10^1 g,9.25,18.75,15
demersal,10^1 g,9.25,19.25,3
demersal,10^1 g,9.25,19.75,13
demersal,10^1 g,9.25,20.25,33
demersal,10^1 g,9.25,20.75,40
demersal,10^1 g,9.25,21.25,13
demersal,10^1 g,9.25,21.75,22
demersal,10^1 g,9.25,22.25,9
demersal,10^1 g,9.75,4.75,1
demersal,10^1 g,9.75,9.25,3
demersal,10^1 g,9.75,9.75,2
demersal,10^1 g,9.75,10.25,9
demersal,10^1 g,9.75,10.75,2
demersal,10^1 g,9.75,11.75,1
demersal,10^1 g,9.75,12.75,2
demersal,10^1 g,9.75,13.25,1
demersal,10^1 g,9.75,14.25,1
demersal,10^1 g,9.75,14.75,47
demersal,10^1 g,9.75,15.25,11
demersal,10^1 g,9.75,15.75,8
demersal,10^1 g,9.75,16.25,2
demersal,10^1 g,9.75,16.75,2
demersal,10^1 g,9.75,17.25,20
demersal,10^1 g,9.75,17.75,60
demersal,10^1 g,9.75,18.25,3
demersal,10^1 g,9.75,19.25,8
demersal,10^1 g,9.75,19.75,11
demersal,10^1 g,9.75,20.25,5
demersal,10^1 g,9.75,20.75,39
demersal,10^1 g,9.75,21.25,19
demersal,10^1 g,9.75,21.75,128
demersal,10^1 g,9.75,22.25,3
demersal,10^1 g,10.25,2.25,1
demersal,10^1 g,10.25,5.75,2
demersal,10^1 g,10.25,8.25,1
demersal,10^1 g,10.25,8.75,1
demersal,10^1 g,10.25,9.75,1
demersal,10^1 g,10.25,11.75,5
demersal,10^1 g,10.25,12.25,1
demersal,10^1 g,10.25,12.75,1
demersal,10^1 g,10.25,13.25,2
demersal,10^1 g,10.25,13.75,2
demersal,10^1 g,10.25,14.25,8
demersal,10^1 g,10.25,14.75,1
demersal,10^1 g,10.25,15.25,20
demersal,10^1 g,10.25,15.75,24
demersal,10^1 g,10.25,16.25,17
demersal,10^1 g,10.25,16.75,6
demersal,10^1 g,10.25,17.25,18
demersal,10^1 g,10.25,17.75,22
demersal,10^1 g,10.25,18.25,14
demersal,10^1 g,10.25,19.25,1
demersal,10^1 g,10.25,19.75,19
demersal,10^1 g,10.25,20.25,2
demersal,10^1 g,10.25,20.75,35
demersal,10^1 g,10.25,21.25,33
demersal,10^1 g,10.25,21.75,181
demersal,10^1 g,10.25,22.25,20
demersal,10^1 g,10.75,2.25,1
demersal,10^1 g,10.75,6.25,3
demersal,10^1 g,10.75,8.75,4
demersal,10^1 g,10.75,9.25,4
demersal,10^1 g,10.75,9.75,4
demersal,10^1 g,10.75,10.75,1
demersal,10^1 g,10.75,11.25,1
demersal,10^1 g,10.75,12.75,1
demersal,10^1 g,10.75,13.75,1
demersal,10^1 g,10.75,14.25,5
demersal,10^1 g,10.75,14.75,11
demersal,10^1 g,10.75,15.25,20
demersal,10^1 g,10.75,15.75,11
demersal,10^1 g,10.75,16.25,6
demersal,10^1 g,10.75,16.75,6
demersal,10^1 g,10.75,17.25,4
demersal,10^1 g,10.75,17.75,2
demersal,10^1 g,10.75,18.25,57
demersal,10^1 g,10.75,18.75,7
demersal,10^1 g,10.75,19.25,6
demersal,10^1 g,10.75,19.75,14
demersal,10^1 g,10.75,20.25,63
demersal,10^1 g,10.75,20.75,10
demersal,10^1 g,10.75,21.25,60
demersal,10^1 g,10.75,21.75,327
demersal,10^1 g,10.75,22.75,9
demersal,10^1 g,11.25,4.75,4
demersal,10^1 g,11.25,6.75,1
demersal,10^1 g,11.25,7.25,2
demersal,10^1 g,11.25,12.75,1
demersal,10^1 g,11.25,13.25,1
demersal,10^1 g,11.25,14.25,1
demersal,10^1 g,11.25,15.25,21
demersal,10^1 g,11.25,15.75,24
demersal,10^1 g,11.25,16.25,29
demersal,10^1 g,11.25,16.75,1
demersal,10^1 g,11.25,17.25,12
demersal,10^1 g,11.25,17.75,4
demersal,10^1 g,11.25,18.25,6
demersal,10^1 g,11.25,18.75,22
demersal,10^1 g,11.25,19.25,3
demersal,10^1 g,11.25,19.75,1
demersal,10^1 g,11.25,20.25,63
demersal,10^1 g,11.25,20.75,55
demersal,10^1 g,11.25,21.25,37
demersal,10^1 g,11.25,21.75,252
demersal,10^1 g,11.25,22.25,10
demersal,10^1 g,11.25,22.75,3
demersal,10^1 g,11.75,3.75,1
demersal,10^1 g,11.75,4.25,1
demersal,10^1 g,11.75,6.25,1
demersal,10^1 g,11.75,8.75,1
demersal,10^1 g,11.75,9.75,6
demersal,10^1 g,11.75,10.25,2
demersal,10^1 g,11.75,11.75,4
demersal,10^1 g,11.75,12.75,2
demersal,10^1 g,11.75,13.25,1
demersal,10^1 g,11.75,13.75,2
demersal,10^1 g,11.75,14.25,6
demersal,10^1 g,11.75,14.75,7
demersal,10^1 g,11.75,15.25,30
demersal,10^1 g,11.75,15.75,10
demersal,10^1 g,11.75,16.25,15
demersal,10^1 g,11.75,16.75,20
demersal,10^1 g,11.75,17.25,2
demersal,10^1 g,11.75,17.75,9
demersal,10^1 g,11.75,18.25,16
demersal,10^1 g,11.75,18.75,3
demersal,10^1 g,11.75,19.25,17
demersal,10^1 g,11.75,19.75,4
demersal,10^1 g,11.75,20.25,18
demersal,10^1 g,11.75,20.75,2
demersal,10^1 g,11.75,21.25,63
demersal,10^1 g,11.75,21.75,67
demersal,10^1 g,11.75,22.25,7
demersal,10^1 g,12.25,2.25,1
demersal,10^1 g,12.25,3.75,2
demersal,10^1 g,12.25,5.25,1
demersal,10^1 g,12.25,5.75,1
demersal,10^1 g,12.25,9.25,1
demersal,10^1 g,12.25,9.75,1
demersal,10^1 g,12.25,10.75,1
demersal,10^1 g,12.25,11.25,1
demersal,10^1 g,12.25,13.75,4
demersal,10^1 g,12.25,15.25,3
demersal,10^1 g,12.25,15.75,7
demersal,10^1 g,12.25,16.25,41
demersal,10^1 g,12.25,16.75,24
demersal,10^1 g,12.25,17.25,9
demersal,10^1 g,12.25,17.75,1
demersal,10^1 g,12.25,18.25,24
demersal,10^1 g,12.25,19.25,1
demersal,10^1 g,12.25,19.75,5
demersal,10^1 g,12.25,20.25,6
demersal,10^1 g,12.25,20.75,1
demersal,10^1 g,12.25,21.25,173
demersal,10^1 g,12.25,21.75,172
demersal,10^1 g,12.25,22.25,39
demersal,10^1 g,12.75,2.75,3
demersal,10^1 g,12.75,9.75,2
demersal,10^1 g,12.75,13.75,1
demersal,10^1 g,12.75,14.25,2
demersal,10^1 g,12.75,14.75,1
demersal,10^1 g,12.75,15.25,47
demersal,10^1 g,12.75,15.75,1
demersal,10^1 g,12.75,16.25,12
demersal,10^1 g,12.75,16.75,6
demersal,10^1 g,12.75,17.25,6
demersal,10^1 g,12.75,17.75,6
demersal,10^1 g,12.75,18.25,4
demersal,10^1 g,12.75,18.75,8
demersal,10^1 g,12.75,19.25,24
demersal,10^1 g,12.75,19.75,1
demersal,10^1 g,12.75,20.25,3
demersal,10^1 g,12.75,20.75,7
demersal,10^1 g,12.75,21.75,47
demersal,10^1 g,12.75,22.25,212
demersal,10^1 g,13.25,2.75,1
demersal,10^1 g,13.25,6.75,2
demersal,10^1 g,13.25,7.75,2
demersal,10^1 g,13.25,9.25,1
demersal,10^1 g,13.25,9.75,1
demersal,10^1 g,13.25,10.25,7
demersal,10^1 g,13.25,11.25,8
demersal,10^1 g,13.25,12.75,3
demersal,10^1 g,13.25,13.75,7
demersal,10^1 g,13.25,15.75,34
demersal,10^1 g,13.25,16.25,6
demersal,10^1 g,13.25,16.75,17
demersal,10^1 g,13.25,17.25,7
demersal,10^1 g,13.25,17.75,20
demersal,10^1 g,13.25,18.25,6
demersal,10^1 g,13.25,18.75,3
demersal,10^1 g,13.25,19.25,86
demersal,10^1 g,13.25,19.75,17
demersal,10^1 g,13.25,20.75,3
demersal,10^1 g,13.25,21.25,1
demersal,10^1 g,13.25,21.75,1
demersal,10^1 g,13.25,22.25,2
demersal,10^1 g,13.75,1.75,2
demersal,10^1 g,13.75,5.25,1
demersal,10^1 g,13.75,8.25,1
demersal,10^1 g,13.75,10.75,1
demersal,10^1 g,13.75,13.75,2
demersal,10^1 g,13.75,15.25,4
demersal,10^1 g,13.75,15.75,1
demersal,10^1 g,13.75,16.25,7
demersal,10^1 g,13.75,16.75,1
demersal,10^1 g,13.75,17.25,13
demersal,10^1 g,13.75,17.75,2
demersal,10^1 g,13.75,18.25,7
demersal,10^1 g,13.75,18.75,7
demersal,10^1 g,13.75,19.25,18
demersal,10^1 g,13.75,19.75,74
demersal,10^1 g,13.75,20.25,47
demersal,10^1 g,13.75,20.75,3
demersal,10^1 g,13.75,21.25,1
demersal,10^1 g,13.75,21.75,1
demersal,10^1 g,13.75,22.25,14
demersal,10^1 g,14.25,3.25,1
demersal,10^1 g,14.25,9.25,1
demersal,10^1 g,14.25,10.25,9
demersal,10^1 g,14.25,11.25,2
demersal,10^1 g,14.25,11.75,3
demersal,10^1 g,14.25,12.75,3
demersal,10^1 g,14.25,13.25,1
demersal,10^1 g,14.25,14.75,1
demersal,10^1 g,14.25,15.25,2
demersal,10^1 g,14.25,15.75,31
demersal,10^1 g,14.25,16.75,3
demersal,10^1 g,14.25,17.25,1
demersal,10^1 g,14.25,17.75,2
demersal,10^1 g,14.25,18.25,11
demersal,10^1 g,14.25,18.75,10
demersal,10^1 g,14.25,19.25,44
demersal,10^1 g,14.25,19.75,36
demersal,10^1 g,14.25,20.25,80
demersal,10^1 g,14.25,20.75,53
demersal,10^1 g,14.25,21.25,13
demersal,10^1 g,14.25,21.75,46
demersal,10^1 g,14.25,22.25,6
demersal,10^1 g,14.75,2.75,1
demersal,10^1 g,14.75,3.75,3
demersal,10^1 g,14.75,7.75,2
demersal,10^1 g,14.75,9.75,3
demersal,10^1 g,14.75,12.25,1
demersal,10^1 g,14.75,13.25,1
demersal,10^1 g,14.75,14.25,2
demersal,10^1 g,14.75,14.75,3
demersal,10^1 g,14.75,15.25,1
demersal,10^1 g,14.75,15.75,5
demersal,10^1 g,14.75,16.75,4
demersal,10^1 g,14.75,17.25,1
demersal,10^1 g,14.75,18.25,26
demersal,10^1 g,14.75,18.75,3
demersal,10^1 g,14.75,19.25,7
demersal,10^1 g,14.75,19.75,32
demersal,10^1 g,14.75,20.25,25
demersal,10^1 g,14.75,20.75,74
demersal,10^1 g,14.75,21.25,173
demersal,10^1 g,14.75,21.75,88
demersal,10^1 g,15.25,3.75,1
demersal,10^1 g,15.25,4.25,1
demersal,10^1 g,15.25,8.25,2
demersal,10^1 g,15.25,11.75,1
demersal,10^1 g,15.25,12.75,4
demersal,10^1 g,15.25,13.75,1
demersal,10^1 g,15.25,14.75,2
demersal,10^1 g,15.25,15.75,1
demersal,10^1 g,15.25,16.25,5
demersal,10^1 g,15.25,16.75,7
demersal,10^1 g,15.25,18.75,19
demersal,10^1 g,15.25,19.25,6
demersal,10^1 g,15.25,19.75,12
demersal,10^1 g,15.25,20.25,8
demersal,10^1 g,15.25,20.75,9
demersal,10^1 g,15.25,21.25,121
demersal,10^1 g,15.25,21.75,30
demersal,10^1 g,15.25,22.25,13
demersal,10^1 g,15.75,4.25,1
demersal,10^1 g,15.75,4.75,1
demersal,10^1 g,15.75,6.75,1
demersal,10^1 g,15.75,7.75,1
demersal,10^1 g,15.75,8.75,1
demersal,10^1 g,15.75,9.25,1
demersal,10^1 g,15.75,9.75,3
demersal,10^1 g,15.75,10.75,1
demersal,10^1 g,15.75,12.25,1
demersal,10^1 g,15.75,12.75,1
demersal,10^1 g,15.75,15.25,1
demersal,10^1 g,15.75,16.25,3
demersal,10^1 g,15.75,16.75,7
demersal,10^1 g,15.75,17.75,5
demersal,10^1 g,15.75,18.75,11
demersal,10^1 g,15.75,19.25,6
demersal,10^1 g,15.75,19.75,17
demersal,10^1 g,15.75,20.75,6
demersal,10^1 g,15.75,21.25,154
demersal,10^1 g,15.75,21.75,16
demersal,10^1 g,15.75,22.25,2
demersal,10^1 g,16.25,6.75,1
demersal,10^1 g,16.25,8.25,1
demersal,10^1 g,16.25,8.75,1
demersal,10^1 g,16.25,9.75,3
demersal,10^1 g,16.25,10.25,6
demersal,10^1 g,16.25,13.25,1
demersal,10^1 g,16.25,14.25,1
demersal,10^1 g,16.25,14.75,1
demersal,10^1 g,16.25,15.25,6
demersal,10^1 g,16.25,15.75,1
demersal,10^1 g,16.25,16.25,4
demersal,10^1 g,16.25,16.75,2
demersal,10^1 g,16.25,19.25,2
demersal,10^1 g,16.25,20.25,21
demersal,10^1 g,16.25,20.75,12
demersal,10^1 g,16.25,21.25,69
demersal,10^1 g,16.25,22.75,7
demersal,10^1 g,16.75,10.25,1
demersal,10^1 g,16.75,11.25,4
demersal,10^1 g,16.75,11.75,2
demersal,10^1 g,16.75,12.75,10
demersal,10^1 g,16.75,13.25,1
demersal,10^1 g,16.75,13.75,3
demersal,10^1 g,16.75,14.25,3
demersal,10^1 g,16.75,15.25,1
demersal,10^1 g,16.75,15.75,8
demersal,10^1 g,16.75,16.25,2
demersal,10^1 g,16.75,16.75,4
demersal,10^1 g,16.75,17.25,2
demersal,10^1 g,16.75,17.75,17
demersal,10^1 g,16.75,18.75,2
demersal,10^1 g,16.75,19.25,4
demersal,10^1 g,16.75,19.75,2
demersal,10^1 g,16.75,20.25,24
demersal,10^1 g,16.75,20.75,10
demersal,10^1 g,16.75,21.25,5
demersal,10^1 g,16.75,21.75,6
demersal,10^1 g,16.75,22.25,3
demersal,10^1 g,16.75,22.75,3
demersal,10^1 g,17.25,11.75,1
demersal,10^1 g,17.25,12.75,2
demersal,10^1 g,17.25,14.75,1
demersal,10^1 g,17.25,15.25,2
demersal,10^1 g,17.25,15.75,1
demersal,10^1 g,17.25,16.25,33
demersal,10^1 g,17.25,16.75,3
demersal,10^1 g,17.25,17.25,32
demersal,10^1 g,17.25,18.25,1
demersal,10^1 g,17.25,19.25,3
demersal,10^1 g,17.25,20.25,7
demersal,10^1 g,17.25,20.75,19
demersal,10^1 g,17.25,21.25,10
demersal,10^1 g,17.25,21.75,1
demersal,10^1 g,17.25,22.25,1
demersal,10^1 g,17.75,14.25,1
demersal,10^1 g,17.75,15.25,4
demersal,10^1 g,17.75,15.75,1
demersal,10^1 g,17.75,16.25,2
demersal,10^1 g,17.75,17.25,17
demersal,10^1 g,17.75,17.75,17
demersal,10^1 g,17.75,18.25,1
demersal,10^1 g,17.75,19.25,1
demersal,10^1 g,17.75,20.75,11
demersal,10^1 g,17.75,21.25,25
demersal,10^1 g,17.75,21.75,1
demersal,10^1 g,18.25,5.25,1
demersal,10^1 g,18.25,10.75,6
demersal,10^1 g,18.25,11.25,1
demersal,10^1 g,18.25,13.25,1
demersal,10^1 g,18.25,13.75,2
demersal,10^1 g,18.25,14.75,2
demersal,10^1 g,18.25,15.25,3
demersal,10^1 g,18.25,16.75,9
demersal,10^1 g,18.25,17.25,6
demersal,10^1 g,18.25,17.75,24
demersal,10^1 g,18.25,18.25,7
demersal,10^1 g,18.25,19.75,7
demersal,10^1 g,18.25,20.75,14
demersal,10^1 g,18.25,21.25,67
demersal,10^1 g,18.25,21.75,26
demersal,10^1 g,18.25,22.25,7
demersal,10^1 g,18.75,10.25,1
demersal,10^1 g,18.75,11.25,2
demersal,10^1 g,18.75,12.25,3
demersal,10^1 g,18.75,12.75,2
demersal,10^1 g,18.75,13.25,2
demersal,10^1 g,18.75,14.75,3
demersal,10^1 g,18.75,15.25,1
demersal,10^1 g,18.75,16.75,7
demersal,10^1 g,18.75,17.75,9
demersal,10^1 g,18.75,18.75,1
demersal,10^1 g,18.75,19.25,1
demersal,10^1 g,18.75,20.25,1
demersal,10^1 g,18.75,21.25,76
demersal,10^1 g,18.75,21.75,58
demersal,10^1 g,18.75,22.25,9
demersal,10^1 g,19.25,5.75,1
demersal,10^1 g,19.25,11.75,1
demersal,10^1 g,19.25,13.25,5
demersal,10^1 g,19.25,14.25,3
demersal,10^1 g,19.25,14.75,2
demersal,10^1 g,19.25,15.75,3
demersal,10^1 g,19.25,17.75,2
demersal,10^1 g,19.25,18.75,6
demersal,10^1 g,19.25,19.25,1
demersal,10^1 g,19.25,21.25,36
demersal,10^1 g,19.25,21.75,8
demersal,10^1 g,19.25,22.25,21
demersal,10^1 g,19.25,22.75,1
demersal,10^1 g,19.75,11.75,1
demersal,10^1 g,19.75,15.75,1
demersal,10^1 g,19.75,16.75,9
demersal,10^1 g,19.75,17.75,1
demersal,10^1 g,19.75,18.25,21
demersal,10^1 g,19.75,19.25,1
demersal,10^1 g,19.75,21.75,13
demersal,10^1 g,19.75,22.25,19
demersal,10^1 g,19.75,22.75,8
demersal,10^1 g,20.25,11.75,3
demersal,10^1 g,20.25,12.25,6
demersal,10^1 g,20.25,12.75,15
demersal,10^1 g,20.25,14.75,4
demersal,10^1 g,20.25,15.75,2
demersal,10^1 g,20.25,16.25,8
demersal,10^1 g,20.25,16.75,1
demersal,10^1 g,20.25,17.75,53
demersal,10^1 g,20.25,18.25,16
demersal,10^1 g,20.25,19.25,1
demersal,10^1 g,20.25,20.25,4
demersal,10^1 g,20.25,20.75,1
demersal,10^1 g,20.25,21.25,14
demersal,10^1 g,20.25,21.75,11
demersal,10^1 g,20.25,22.25,7
demersal,10^1 g,20.25,22.75,7
demersal,10^1 g,20.75,10.75,1
demersal,10^1 g,20.75,13.75,5
demersal,10^1 g,20.75,14.25,3
demersal,10^1 g,20.75,15.75,3
demersal,10^1 g,20.75,16.25,1
demersal,10^1 g,20.75,17.25,1
demersal,10^1 g,20.75,18.25,8
demersal,10^1 g,20.75,19.25,4
demersal,10^1 g,20.75,19.75,1
demersal,10^1 g,20.75,20.75,2
demersal,10^1 g,20.75,21.25,1
demersal,10^1 g,20.75,21.75,3
demersal,10^1 g,20.75,22.25,21
demersal,10^1 g,20.75,22.75,5
demersal,10^1 g,21.25,15.75,1
demersal,10^1 g,21.25,16.25,1
demersal,10^1 g,21.25,17.25,3
demersal,10^1 g,21.25,18.25,1
demersal,10^1 g,21.25,18.75,5
demersal,10^1 g,21.25,19.75,1
demersal,10^1 g,21.25,20.75,1
demersal,10^1 g,21.25,21.25,3
demersal,10^1 g,21.25,21.75,2
demersal,10^1 g,21.25,22.25,23
demersal,10^1 g,21.75,7.25,1
demersal,10^1 g,21.75,11.25,1
demersal,10^1 g,21.75,13.75,24
demersal,10^1 g,21.75,14.25,11
demersal,10^1 g,21.75,16.25,2
demersal,10^1 g,21.75,18.75,2
demersal,10^1 g,21.75,19.25,1
demersal,10^1 g,21.75,20.25,8
demersal,10^1 g,21.75,21.25,15
demersal,10^1 g,21.75,21.75,35
demersal,10^1 g,21.75,22.25,4
demersal,10^1 g,22.25,12.25,2
demersal,10^1 g,22.25,13.75,13
demersal,10^1 g,22.25,15.75,9
demersal,10^1 g,22.25,16.75,8
demersal,10^1 g,22.25,17.25,1
demersal,10^1 g,22.25,17.75,1
demersal,10^1 g,22.25,19.75,1
demersal,10^1 g,22.25,20.25,190
demersal,10^1 g,22.25,20.75,38
demersal,10^1 g,22.25,21.75,2
demersal,10^1 g,22.25,22.25,1
demersal,10^1 g,22.25,25.25,18
demersal,10^1 g,22.75,10.25,3
demersal,10^1 g,22.75,14.25,1
demersal,10^1 g,22.75,16.75,5
demersal,10^1 g,22.75,17.25,2
demersal,10^1 g,22.75,17.75,3
demersal,10^1 g,22.75,19.25,2
demersal,10^1 g,22.75,20.75,53
demersal,10^1 g,22.75,21.25,1
demersal,10^1 g,22.75,21.75,8
demersal,10^1 g,22.75,23.25,3
demersal,10^1 g,23.25,7.75,1
demersal,10^1 g,23.25,9.75,1
demersal,10^1 g,23.25,10.75,1
demersal,10^1 g,23.25,12.25,4
demersal,10^1 g,23.25,16.25,9
demersal,10^1 g,23.25,17.25,4
demersal,10^1 g,23.25,17.75,3
demersal,10^1 g,23.25,19.25,9
demersal,10^1 g,23.25,19.75,96
